股票代號,名稱,行業代碼,行業,業務代碼,業務類別,業務子代碼,業務子類別
1269,首控集團,23,非必需性消費,2310,汽車,231020,汽車零件
1271,佳明集團控股,60,地產建築,6020,建築,602020,建築及服務
1272,大唐環境,10,工業,1010,工業工程,101030,環保工程
1273,香港信貸,50,金融,5030,其他金融,503030,信貸
1277,力量發展,0,能源,20,煤炭,2010,煤炭
1278,中國新城鎮,60,地產建築,6010,地產,601020,地產發展商
1280,奇點國際,23,非必需性消費,2370,零售相關,237030,家居裝修零售
1281,鑫達投資控股,40,公用事業,4000,公用事業,400040,環保能源
1282,寶新金融,50,金融,5030,其他金融,503010,證券及經紀
1283,高陞集團控股,60,地產建築,6020,建築,602020,建築及服務
1285,嘉士利集團,25,必需性消費,2510,食品飲料,251010,包裝食品
1286,鷹普精密,10,工業,1010,工業工程,101020,工業零件及器材
1288,農業銀行,50,金融,5010,銀行,501010,銀行
1289,盛力達科技,10,工業,1010,工業工程,101020,工業零件及器材
1290,中國匯融,50,金融,5030,其他金融,503030,信貸
1292,長安民生物流,10,工業,1020,工業運輸,102030,航空貨運及物流
1293,廣匯寶信,23,非必需性消費,2370,零售相關,237010,汽車零售
1297,中國擎天軟件,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1298,雲能國際,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
1299,友邦保險,50,金融,5020,保險,502010,保險
1300,俊知集團,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1301,德基科技控股,10,工業,1010,工業工程,101040,重型機械
1302,先健科技,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
1303,滙力資源,0,能源,20,煤炭,2010,煤炭
1305,偉志控股,10,工業,1030,工業支援,103010,採購及供應鏈管理
1308,海豐國際,10,工業,1020,工業運輸,102010,航運及港口
1310,香港寬頻,35,電訊,3500,電訊,350020,電訊服務
1312,華控康泰,28,醫療保健,2810,藥品及生物科技,281010,藥品
1313,華潤水泥控股,60,地產建築,6020,建築,602010,建築材料
1314,翠華控股,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1315,綠色經濟,60,地產建築,6020,建築,602020,建築及服務
1316,耐世特,23,非必需性消費,2310,汽車,231020,汽車零件
1317,楓葉教育,23,非必需性消費,2360,支援服務,236010,教育
1319,靄華押業信貸,50,金融,5030,其他金融,503030,信貸
1321,中國新城市,60,地產建築,6010,地產,601020,地產發展商
1323,華盛國際控股,80,綜合企業,8000,綜合企業,800010,綜合企業
1326,傳遞娛樂,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
1327,勵時集團,23,非必需性消費,2330,紡織及服飾,233040,珠寶鐘錶
1328,金涌投資,23,非必需性消費,2360,支援服務,236020,其他支援服務
1329,首創鉅大,60,地產建築,6010,地產,601020,地產發展商
1330,綠色動力環保,10,工業,1010,工業工程,101030,環保工程
1332,透雲生物,10,工業,1030,工業支援,103020,印刷及包裝
1333,中國忠旺,5,原材料,520,一般金屬及礦石,52030,鋁
1335,順泰控股,10,工業,1030,工業支援,103020,印刷及包裝
1336,新華保險,50,金融,5020,保險,502010,保險
1338,霸王集團,25,必需性消費,2530,消費零售,253020,個人護理
1339,中國人民保險集團,50,金融,5020,保險,502010,保險
1340,惠生國際,25,必需性消費,2520,農產品,252010,禽畜肉類
1341,昊天國際建投,10,工業,1010,工業工程,101040,重型機械
1343,偉源控股,60,地產建築,6020,建築,602030,重型基建
1345,上海先鋒控股,28,醫療保健,2810,藥品及生物科技,281010,藥品
1346,利華控股集團,23,非必需性消費,2330,紡織及服飾,233020,服裝
1347,華虹半導體,70,資訊科技,7030,半導體,703010,半導體
1348,滉達富控股,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
1349,復旦張江,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1351,輝煌明天,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
1355,朸濬國際,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
1357,美圖公司,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
1358,普華和順,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
1359,中國信達,50,金融,5030,其他金融,503020,資產管理
1360,諾發集團,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
1361,361度,23,非必需性消費,2330,紡織及服飾,233030,鞋履
1362,新龍移動,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1366,江南集團,10,工業,1010,工業工程,101020,工業零件及器材
1368,特步國際,23,非必需性消費,2330,紡織及服飾,233030,鞋履
1370,奧威控股,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1371,中國生態旅遊,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
1372,中國碳中和,60,地產建築,6020,建築,602030,重型基建
1373,國際家居零售,23,非必需性消費,2370,零售相關,237030,家居裝修零售
1375,中州證券,50,金融,5030,其他金融,503010,證券及經紀
1376,RAFFLESINTERIOR,60,地產建築,6020,建築,602020,建築及服務
1378,中國宏橋,5,原材料,520,一般金屬及礦石,52030,鋁
1379,温嶺工量刃具,60,地產建築,6010,地產,601030,地產投資
1380,中國金石,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
1381,粵豐環保,40,公用事業,4000,公用事業,400040,環保能源
1382,互太紡織,23,非必需性消費,2330,紡織及服飾,233010,紡織品及布料
1383,LET GROUP,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
1385,上海復旦,70,資訊科技,7030,半導體,703010,半導體
1387,中國地利,60,地產建築,6010,地產,601030,地產投資
1388,安莉芳控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
1389,美捷滙控股,25,必需性消費,2510,食品飲料,251040,酒料飲料
1393,恒鼎實業,0,能源,20,煤炭,2010,煤炭
1395,強泰環保,40,公用事業,4000,公用事業,400030,水務
1396,粵港灣控股,60,地產建築,6010,地產,601020,地產發展商
1397,碧瑤綠色集團,23,非必需性消費,2360,支援服務,236020,其他支援服務
1398,工商銀行,50,金融,5010,銀行,501010,銀行
1399,銳信控股,10,工業,1010,工業工程,101050,新能源物料
1400,滿地科技股份,23,非必需性消費,2330,紡織及服飾,233010,紡織品及布料
1401,SPROCOMM INTEL,10,工業,1010,工業工程,101025,電子零件
1402,超智能控股,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1405,達勢股份,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1406,清晰醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
1407,交運燃氣,0,能源,10,石油及天然氣,1010,油氣生產商
1408,濠江機電,60,地產建築,6020,建築,602020,建築及服務
1410,安領國際,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1412,雋思集團,10,工業,1030,工業支援,103020,印刷及包裝
1413,廣聯工程控股,60,地產建築,6020,建築,602030,重型基建
1415,高偉電子,10,工業,1010,工業工程,101025,電子零件
1416,CTR HOLDINGS,60,地產建築,6020,建築,602020,建築及服務
1417,浦江中國,60,地產建築,6010,地產,601050,物業管理及服務
1418,盛諾集團,23,非必需性消費,2320,家庭電器及用品,232040,家具
1419,盈健醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
1420,川控股,60,地產建築,6020,建築,602020,建築及服務
1421,工蓋有限公司,60,地產建築,6020,建築,602030,重型基建
1425,捷隆控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
1427,中國天保集團,60,地產建築,6020,建築,602020,建築及服務
1428,耀才證券金融,50,金融,5030,其他金融,503010,證券及經紀
1429,天任集團,60,地產建築,6020,建築,602020,建築及服務
1431,原生態牧業,25,必需性消費,2510,食品飲料,251020,乳製品
1432,中國聖牧,25,必需性消費,2510,食品飲料,251020,乳製品
1433,常達控股,10,工業,1030,工業支援,103020,印刷及包裝
1439,移動互聯(中國),10,工業,1030,工業支援,103020,印刷及包裝
1440,DEYUN HOLDING,23,非必需性消費,2330,紡織及服飾,233010,紡織品及布料
1442,INFINITY L&T,10,工業,1020,工業運輸,102030,航空貨運及物流
1443,富臨集團控股,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1446,鴻福堂,25,必需性消費,2510,食品飲料,251030,非酒精飲料
1447,新福港,60,地產建築,6020,建築,602020,建築及服務
1448,福壽園,23,非必需性消費,2360,支援服務,236020,其他支援服務
1449,立德教育,23,非必需性消費,2360,支援服務,236010,教育
1450,世紀睿科,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1451,萬成集團股份,10,工業,1030,工業支援,103020,印刷及包裝
1452,迪諾斯環保,10,工業,1010,工業工程,101030,環保工程
1455,科利實業控股,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
1456,國聯證券,50,金融,5030,其他金融,503010,證券及經紀
1458,周黑鴨,25,必需性消費,2510,食品飲料,251010,包裝食品
1459,巨匠建設,60,地產建築,6020,建築,602020,建築及服務
1460,揚科集團,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1461,中泰期貨,50,金融,5030,其他金融,503010,證券及經紀
1463,C-LINK SQ,23,非必需性消費,2360,支援服務,236020,其他支援服務
1466,錢唐控股,23,非必需性消費,2370,零售相關,237050,其他零售
1468,京基金融國際,80,綜合企業,8000,綜合企業,800010,綜合企業
1469,結好金融,50,金融,5030,其他金融,503010,證券及經紀
1470,富一國際控股,23,非必需性消費,2370,零售相關,237050,其他零售
1472,生興控股,60,地產建築,6020,建築,602030,重型基建
1473,環聯連訊,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1475,日清食品,25,必需性消費,2510,食品飲料,251010,包裝食品
1476,恒投證券,50,金融,5030,其他金融,503010,證券及經紀
1477,歐康維視生物-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1478,丘鈦科技,10,工業,1010,工業工程,101025,電子零件
1480,恩達集團控股,10,工業,1010,工業工程,101020,工業零件及器材
1481,竣球控股,10,工業,1030,工業支援,103020,印刷及包裝
1483,網譽科技,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1486,思城控股,60,地產建築,6020,建築,602020,建築及服務
1488,百福控股,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1489,GC CONSTRUCTION,60,地產建築,6020,建築,602010,建築材料
1490,車市科技,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
1491,貝特集團控股,25,必需性消費,2530,消費零售,253020,個人護理
1495,集一控股,60,地產建築,6020,建築,602020,建築及服務
1496,亞積邦租賃,60,地產建築,6020,建築,602030,重型基建
1498,培力農本方,28,醫療保健,2810,藥品及生物科技,281010,藥品
1499,歐科雲鏈,60,地產建築,6020,建築,602020,建築及服務
1500,現恆建築,60,地產建築,6020,建築,602020,建築及服務
1501,康德萊醫械,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
1502,金融街物業,60,地產建築,6010,地產,601050,物業管理及服務
1508,中國再保險,50,金融,5020,保險,502010,保險
1513,麗珠醫藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
1515,華潤醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
1516,融創服務,60,地產建築,6010,地產,601050,物業管理及服務
1518,新世紀醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
1520,天機控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
1521,方達控股,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1522,京投交通科技,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1523,珩灣科技,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
1525,建橋教育,23,非必需性消費,2360,支援服務,236010,教育
1526,瑞慈醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
1527,天潔環境,10,工業,1010,工業工程,101030,環保工程
1528,紅星美凱龍,60,地產建築,6010,地產,601030,地產投資
1529,樂氏國際控股,10,工業,1020,工業運輸,102030,航空貨運及物流
1530,三生製藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
1532,中國派對文化,23,非必需性消費,2330,紡織及服飾,233020,服裝
1536,煜榮集團,10,工業,1010,工業工程,101020,工業零件及器材
1538,中奧到家,60,地產建築,6010,地產,601050,物業管理及服務
1539,知行集團控股,10,工業,1010,工業工程,101030,環保工程
1540,澳獅環球,10,工業,1030,工業支援,103020,印刷及包裝
1542,台州水務,40,公用事業,4000,公用事業,400030,水務
1543,中盈盛達融資擔保,50,金融,5030,其他金融,503030,信貸
1545,設計都會,23,非必需性消費,2370,零售相關,237030,家居裝修零售
1546,德萊建業,60,地產建築,6020,建築,602020,建築及服務
1547,IBI GROUP HLDGS,60,地產建築,6020,建築,602020,建築及服務
1548,金斯瑞生物科技,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1549,永豐集團控股,10,工業,1020,工業運輸,102010,航運及港口
1551,廣州農商銀行,50,金融,5010,銀行,501010,銀行
1552,BHCC HOLDING,60,地產建築,6020,建築,602020,建築及服務
1553,邁科管業,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1555,ＭＩ能源,0,能源,10,石油及天然氣,1010,油氣生產商
1556,建業建榮,60,地產建築,6020,建築,602020,建築及服務
1557,劍虹集團控股,60,地產建築,6020,建築,602030,重型基建
1558,東陽光藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
1559,均安控股,60,地產建築,6020,建築,602030,重型基建
1560,星星集團,60,地產建築,6010,地產,601020,地產發展商
